BIN,Brand,Type,Category,Issuer,IssuerPhone,IssuerUrl,isoCode2,isoCode3,CountryName
512962,MASTERCARD,DEBIT,PREPAID,MIDDLE EAST PAYMENT SERVICES LIMITED CO.,,,IQ,IRQ,IRAQ
512970,MASTERCARD,DEBIT,WORLD,SHARJAH ISLAMIC BANK PJSC,+97165999999,http://www.sib.ae,AE,ARE,UNITED ARAB EMIRATES
512976,MASTERCARD,DEBIT,PLATINUM,CSCBANK SAL,,,IQ,IRQ,IRAQ
512994,MASTERCARD,DEBIT,PLATINUM,CSCBANK SAL,,,LB,LBN,LEBANON
513032,MASTERCARD,DEBIT,PREPAID RELOADABLE,THE BANK OF JORDAN,,,JO,JOR,JORDAN
513071,MASTERCARD,CREDIT,STANDARD,MIDDLE EAST PAYMENT SERVICES LIMITED CO.,,,JO,JOR,JORDAN
513084,MASTERCARD,CREDIT,WORLD BUSINESS,GULF INTERNATIONAL BANK BSC,,,AE,ARE,UNITED ARAB EMIRATES
513132,MASTERCARD,DEBIT,STANDARD,PALESTINE ISLAMIC BANK,,,PS,PSE,"PALESTINIAN TERRITORY, OCCUPIED"
513213,MASTERCARD,DEBIT,PREPAID RELOADABLE,RIYAD BANK,,http://www.riyadbank.com,SA,SAU,SAUDI ARABIA
513257,MASTERCARD,CREDIT,PLATINUM,QATAR NATIONAL BANK AL-AHLI S.A.E,,,EG,EGY,EGYPT
513306,MASTERCARD,CREDIT,WORLD,FIRST ABU DHABI BANK PJSC,+971600525500,https://www.bankfab.com,AE,ARE,UNITED ARAB EMIRATES
513322,MASTERCARD,CREDIT,,COMMERCIAL BANK OF QATAR Q.S.C,,,QA,QAT,QATAR
513347,MASTERCARD,CREDIT,WORLD,BANQUE MISR,+20223912150,http://www.banquemisr.com,EG,EGY,EGYPT
513361,MASTERCARD,CREDIT,BUSINESS,NETWORK INTERNATIONAL LLC,,,AE,ARE,UNITED ARAB EMIRATES
513424,MASTERCARD,CREDIT,STANDARD,CAPITAL BANK OF JORDAN,,,JO,JOR,JORDAN
513428,MASTERCARD,CREDIT,WORLD,ARAB FINANCIAL SERVICES COMPANY B.S.C. (C),,,QA,QAT,QATAR
513481,MASTERCARD,DEBIT,WORLD,BANQUE MISR,+20223912150,http://www.banquemisr.com,EG,EGY,EGYPT
513482,MASTERCARD,DEBIT,WORLD,COMMERCIAL BANK OF DUBAI,+97126268400,http://www.cbd.ae,AE,ARE,UNITED ARAB EMIRATES
513502,MASTERCARD,CREDIT,WORLD FOR BUSINESS,RIYAD BANK,,http://www.riyadbank.com,SA,SAU,SAUDI ARABIA
513652,MASTERCARD,DEBIT,PREPAID,"IRAQ ELECTRONIC GATE FOR FINANCIAL SERVICES CO, LTD.",,,IQ,IRQ,IRAQ
513665,MASTERCARD,CREDIT,PLATINUM,GULF BANK K.S.C.,,http://www.gulfbank.com,KW,KWT,KUWAIT
513702,MASTERCARD,CREDIT,WORLD,AHLI UNITED BANK B.S.C.,+97317710559,http://www.ahliunited.com,BH,BHR,BAHRAIN
513760,MASTERCARD,CREDIT,STANDARD,NETWORK INTERNATIONAL PAYMENT SERVICES,,,EG,EGY,EGYPT
513788,MASTERCARD,CREDIT,STANDARD,ARAB PAYMENT SERVICES,,,IQ,IRQ,IRAQ
513883,MASTERCARD,CREDIT,PLATINUM,BANQUE MISR,+20223912150,http://www.banquemisr.com,EG,EGY,EGYPT
513890,MASTERCARD,CREDIT,PLATINUM,ARAB PAYMENT SERVICES,,,IQ,IRQ,IRAQ
513896,MASTERCARD,CREDIT,PLATINUM,ABU DHABI ISLAMIC BANK,,http://www.adib.ae,EG,EGY,EGYPT
513978,MASTERCARD,DEBIT,PREPAID,ISHTAR GATE FOR E-PAYMENT SYSTEMS AND SERVICES PRIVATE SHAREHOLDING,,,IQ,IRQ,IRAQ
514008,MASTERCARD,DEBIT,PREPAID RELOADABLE,AL-TAIF ISLAMIC BANK FOR INVESTMENT & FINANCE,,,IQ,IRQ,IRAQ
514028,MASTERCARD,CREDIT,PLATINUM,AREEBA S.A.L,,,LB,LBN,LEBANON
514056,MASTERCARD,DEBIT,PREPAID,DUBAI ISLAMIC BANK PJSC,,,AE,ARE,UNITED ARAB EMIRATES
514075,MASTERCARD,DEBIT,PREPAID,AREEBA S.A.L,,,LB,LBN,LEBANON
514077,MASTERCARD,CREDIT,STANDARD,QATAR INTERNATIONAL ISLAMIC BANK,,http://www.qiib.com.qa,QA,QAT,QATAR
514159,MASTERCARD,CREDIT,WORLD ELITE,NETWORK INTERNATIONAL LLC,,,AE,ARE,UNITED ARAB EMIRATES
514215,MASTERCARD,CREDIT,STANDARD,"NAYAX ISRAEL, LTD.",,,IL,ISR,ISRAEL
514279,MASTERCARD,DEBIT,PREPAID RELOADABLE,AL-MADFU AT AL-RAQMIYYAH FOR FINANCIAL TECHNOLOGY,,,SA,SAU,SAUDI ARABIA
514297,MASTERCARD,DEBIT,STANDARD,NATIONAL BANK OF OMAN (SAOG),,,OM,OMN,OMAN
514331,MASTERCARD,DEBIT,TITANIUM,BANQUE MISR,+20223912150,http://www.banquemisr.com,EG,EGY,EGYPT
514443,MASTERCARD,DEBIT,STANDARD,BLOM BANK SAL,,,LB,LBN,LEBANON
514469,MASTERCARD,DEBIT,TITANIUM,"CITIBANK, N.A.",,https://www.citi.com,AE,ARE,UNITED ARAB EMIRATES
514482,MASTERCARD,CREDIT,TITANIUM,NYMCARD PAYMENT SERVICES LLC,,,AE,ARE,UNITED ARAB EMIRATES
514533,MASTERCARD,CREDIT,STANDARD,BANK NIZWA SAOG,,,OM,OMN,OMAN
514679,MASTERCARD,DEBIT,WORLD ELITE,DOHA BANK Q.S.C,,,QA,QAT,QATAR
514731,MASTERCARD,CREDIT,PLATINUM,FIRST ABU DHABI BANK PJSC,+971600525500,https://www.bankfab.com,AE,ARE,UNITED ARAB EMIRATES
514732,MASTERCARD,CREDIT,WORLD ELITE,AHLI UNITED BANK B.S.C.,+97317710559,http://www.ahliunited.com,BH,BHR,BAHRAIN
514734,MASTERCARD,CREDIT,WORLD,FRANSABANK SAL,,,LB,LBN,LEBANON
514740,MASTERCARD,CREDIT,WORLD,DUBAI ISLAMIC BANK PJSC,,,AE,ARE,UNITED ARAB EMIRATES
514744,MASTERCARD,CREDIT,WORLD ELITE,NETWORK INTERNATIONAL LLC,,,AE,ARE,UNITED ARAB EMIRATES
514785,MASTERCARD,CREDIT,CORPORATE,ISRACARD LTD.,,,IL,ISR,ISRAEL
514849,MASTERCARD,CREDIT,PLATINUM,ISRAEL CREDIT CARDS LTD.,,,IL,ISR,ISRAEL
514932,MASTERCARD,CREDIT,PLATINUM,RIYAD BANK,,http://www.riyadbank.com,SA,SAU,SAUDI ARABIA
514980,MASTERCARD,DEBIT,WORLD,NETWORK INTERNATIONAL PAYMENT SERVICES,,,EG,EGY,EGYPT
515079,MASTERCARD,DEBIT,STANDARD,THE SAUDI NATIONAL BANK,,,SA,SAU,SAUDI ARABIA
515212,MASTERCARD,CREDIT,CORPORATE EXECUTIVE,NATIONAL BANK OF RAS AL-KHAIMAH (RAKBANK),,,AE,ARE,UNITED ARAB EMIRATES
515256,MASTERCARD,CREDIT,CORPORATE WORLD,INTERNATIONAL SMART CARD LLC,,,IQ,IRQ,IRAQ
515295,MASTERCARD,CREDIT,STANDARD,NETWORK INTERNATIONAL LLC,,,EG,EGY,EGYPT
515341,MASTERCARD,CREDIT,WORLD,MASHREQ BANK,+97143632250,http://www.mashreqbank.com,AE,ARE,UNITED ARAB EMIRATES
515381,MASTERCARD,CREDIT,CORPORATE,NETWORK INTERNATIONAL LLC,,,EG,EGY,EGYPT
515400,MASTERCARD,CREDIT,PLATINUM,BANK NIZWA SAOG,,,OM,OMN,OMAN
515446,MASTERCARD,CREDIT,PLATINUM,FIRST ABU DHABI BANK PJSC,+20225204375,https://www.bankfab.com,EG,EGY,EGYPT
515485,MASTERCARD,CREDIT,WORLD ELITE,ARAB AFRICAN INTERNATIONAL BANK,+20224886679,http://www.aaib.com,EG,EGY,EGYPT
515504,MASTERCARD,CREDIT,WORLD,NATIONAL BANK OF KUWAIT (S.A.K.),,,KW,KWT,KUWAIT
515523,MASTERCARD,CREDIT,WORLD ELITE,QATAR INTERNATIONAL ISLAMIC BANK,,http://www.qiib.com.qa,QA,QAT,QATAR
515530,MASTERCARD,CREDIT,WORLD ELITE,THE SAUDI NATIONAL BANK,,,SA,SAU,SAUDI ARABIA
515532,MASTERCARD,CREDIT,WORLD,NETWORK INTERNATIONAL LLC,,,AE,ARE,UNITED ARAB EMIRATES
515533,MASTERCARD,DEBIT,TITANIUM,NATIONAL BANK OF RAS AL-KHAIMAH (RAKBANK),,,AE,ARE,UNITED ARAB EMIRATES
515562,MASTERCARD,DEBIT,PLATINUM,CSCBANK SAL,,,LB,LBN,LEBANON
515571,MASTERCARD,CREDIT,TITANIUM,ALEXBANK,1 9 0 3 3,http://www.alexbank.com,EG,EGY,EGYPT
515604,MASTERCARD,CREDIT,PLATINUM,SAMBA FINANCIAL GROUP,+9718001242000,http://www.samba.com,AE,ARE,UNITED ARAB EMIRATES
515624,MASTERCARD,CREDIT,PLATINUM,FINANCE HOUSE L.L.C.,,,AE,ARE,UNITED ARAB EMIRATES
515634,MASTERCARD,CREDIT,PLATINUM,NETWORK INTERNATIONAL LLC,,,EG,EGY,EGYPT
515722,MASTERCARD,DEBIT,PLATINUM,QATAR NATIONAL BANK,,http://www.qnb.com.qa,OM,OMN,OMAN
515750,MASTERCARD,CREDIT,CORPORATE,RIYAD BANK,,http://www.riyadbank.com,SA,SAU,SAUDI ARABIA
515770,MASTERCARD,CREDIT,WORLD ELITE,SOCIETE GENERALE DE BANQUE AU LIBAN S.A.L.,,http://www.sgbl.com.lb,LB,LBN,LEBANON
515773,MASTERCARD,CREDIT,PLATINUM,"BANK OF BEIRUT, SAL",,,LB,LBN,LEBANON
515782,MASTERCARD,DEBIT,PLATINUM,NATIONAL BANK OF RAS AL-KHAIMAH (RAKBANK),,,AE,ARE,UNITED ARAB EMIRATES
515788,MASTERCARD,CREDIT,TITANIUM,NATIONAL BANK OF EGYPT,,http://www.nbe.com.eg,EG,EGY,EGYPT
515837,MASTERCARD,CREDIT,GOLD,CSCBANK S.A.L.,961) 1 742 555,http://www.ccm.com.lb,JO,JOR,JORDAN
515844,MASTERCARD,CREDIT,WORLD,NETWORK INTERNATIONAL PAYMENT SERVICES,,,EG,EGY,EGYPT
515846,MASTERCARD,DEBIT,WORLD,QATAR NATIONAL BANK,,http://www.qnb.com.qa,OM,OMN,OMAN
515897,MASTERCARD,CREDIT,TITANIUM,MIDDLE EAST PAYMENT SERVICES LIMITED CO.,,,PS,PSE,"PALESTINIAN TERRITORY, OCCUPIED"
515902,MASTERCARD,CREDIT,PLATINUM,QATAR NATIONAL BANK,+97444622724,http://www.qnb.com.qa,QA,QAT,QATAR
515987,MASTERCARD,CREDIT,WORLD ELITE,ABU DHABI COMMERCIAL BANK,+97126962222,http://www.adcb.com,AE,ARE,UNITED ARAB EMIRATES
516012,MASTERCARD,CREDIT,STANDARD,MASHREQ BANK,971 4 424 4444,http://www.mashreqbank.com,EG,EGY,EGYPT
516018,MASTERCARD,CREDIT,TITANIUM,STANDARD CHARTERED BANK,+971600522288,https://www.sc.com,AE,ARE,UNITED ARAB EMIRATES
516019,MASTERCARD,DEBIT,STANDARD,"IRAQ ELECTRONIC GATE FOR FINANCIAL SERVICES CO, LTD.",,,IQ,IRQ,IRAQ
516041,MASTERCARD,CREDIT,GOLD,ALEXBANK,1 9 0 3 3,http://www.alexbank.com,EG,EGY,EGYPT
516046,MASTERCARD,CREDIT,STANDARD,COMMERCIAL INTERNATIONAL BANK (EGYPT) S.A.E.,971 - 4 - 3589381,http://www.cibeg.com,EG,EGY,EGYPT
516073,MASTERCARD,CREDIT,STANDARD,AREEBA S.A.L,,,LB,LBN,LEBANON
516076,MASTERCARD,DEBIT,WORLD,DOHA BANK Q.S.C,,,QA,QAT,QATAR
516100,MASTERCARD,CREDIT,WORLD,FIRST ABU DHABI BANK PJSC,,https://www.bankfab.com,AE,ARE,UNITED ARAB EMIRATES
516104,MASTERCARD,CREDIT,TITANIUM,QATAR NATIONAL BANK AL-AHLI S.A.E,,,EG,EGY,EGYPT
516112,MASTERCARD,DEBIT,PLATINUM,NETWORK INTERNATIONAL PAYMENT SERVICES,,,EG,EGY,EGYPT
516138,MASTERCARD,DEBIT,STANDARD,THE SAUDI NATIONAL BANK,,,SA,SAU,SAUDI ARABIA
516140,MASTERCARD,CREDIT,WORLD,DUKHAN BANK Q.P.S.C.,,,QA,QAT,QATAR
516155,MASTERCARD,DEBIT,PREPAID,JORDAN ISLAMIC BANK CO.,,,JO,JOR,JORDAN
516157,MASTERCARD,CREDIT,WORLD ELITE,THE HOUSING BANK FOR TRADE & FINANCE,,,JO,JOR,JORDAN
516169,MASTERCARD,DEBIT,WORLD,YANA BANKING SERVICES COMPANY,,,IQ,IRQ,IRAQ
516171,MASTERCARD,DEBIT,WORLD REWARDS,AL HILAL BANK PJSC,,,AE,ARE,UNITED ARAB EMIRATES
516178,MASTERCARD,CREDIT,PLATINUM,FIRST ABU DHABI BANK PJSC,+971600525500,https://www.bankfab.com,AE,ARE,UNITED ARAB EMIRATES
516187,MASTERCARD,CREDIT,TITANIUM,ABU DHABI COMMERCIAL BANK,+97126962222,http://www.adcb.com,AE,ARE,UNITED ARAB EMIRATES
516190,MASTERCARD,DEBIT,GOLD,"IRAQ ELECTRONIC GATE FOR FINANCIAL SERVICES CO, LTD.",,,IQ,IRQ,IRAQ
516242,MASTERCARD,CREDIT,WORLD,ARAB JORDAN INVESTMENT BANK,,,JO,JOR,JORDAN
516243,MASTERCARD,DEBIT,PREPAID ISIC,AL AHLI BANK OF KUWAIT (KSC),,,KW,KWT,KUWAIT
516334,MASTERCARD,CREDIT,STANDARD,COMMERCIAL BANK OF KUWAIT S.A.K.,,,KW,KWT,KUWAIT
516343,MASTERCARD,CREDIT,STANDARD,CSCBANK SAL,,,LB,LBN,LEBANON
516353,MASTERCARD,DEBIT,PREPAID PLATINUM TRAVEL,COMMERCIAL BANK OF KUWAIT S.A.K.,,,KW,KWT,KUWAIT
516395,MASTERCARD,DEBIT,PREPAID PLATINUM TRAVEL,ARAB FINANCIAL SERVICES COMPANY B.S.C. (C),,,BH,BHR,BAHRAIN
516435,MASTERCARD,DEBIT,WORLD,DUBAI ISLAMIC BANK PJSC,,,AE,ARE,UNITED ARAB EMIRATES
516440,MASTERCARD,CREDIT,PLATINUM,SOCIETE GENERALE DE BANQUE AU LIBAN S.A.L.,1274477777,http://www.sgbl.com.lb,LB,LBN,LEBANON
516457,MASTERCARD,CREDIT,PLATINUM,KUWAIT FINANCE HOUSE K.S.C.,+9651803333,http://www.kfh.com,KW,KWT,KUWAIT
516471,MASTERCARD,CREDIT,PLATINUM,NETWORK INTERNATIONAL LLC,,,EG,EGY,EGYPT
516475,MASTERCARD,CREDIT,PLATINUM,BANQUE LIBANO - FRANCAISE SAL,,,LB,LBN,LEBANON
516486,MASTERCARD,CREDIT,CORPORATE WORLD,FIRST ABU DHABI BANK PJSC,+971600525500,https://www.bankfab.com,AE,ARE,UNITED ARAB EMIRATES
516502,MASTERCARD,DEBIT,PREPAID,ARAB PAYMENT SERVICES,,,IQ,IRQ,IRAQ
516509,MASTERCARD,DEBIT,PREPAID RELOADABLE,AL-TAIF ISLAMIC BANK FOR INVESTMENT & FINANCE,,,IQ,IRQ,IRAQ
516539,MASTERCARD,CREDIT,CORPORATE,HSBC BANK MIDDLE EAST,+96880074722,http://www.hsbc.ae,OM,OMN,OMAN
516543,MASTERCARD,DEBIT,PREPAID,DEEM FINANCE L.L.C.,,,AE,ARE,UNITED ARAB EMIRATES
516554,MASTERCARD,DEBIT,PREPAID,MIDDLE EAST PAYMENT SERVICES LIMITED CO.,,,JO,JOR,JORDAN
516571,MASTERCARD,CREDIT,WORLD ELITE,ARAB BANK PLC,+20 2 19100,http://www.arabbank.jo,EG,EGY,EGYPT
516589,MASTERCARD,CREDIT,TITANIUM,AL JANOOB ISLAMIC BANK FOR INVESTMENT AND FINANCE,,,IQ,IRQ,IRAQ
516592,MASTERCARD,DEBIT,PLATINUM,NETWORK INTERNATIONAL LLC,,,AE,ARE,UNITED ARAB EMIRATES
516600,MASTERCARD,DEBIT,STANDARD,MIDDLE EAST PAYMENT SERVICES LIMITED CO.,,,PS,PSE,"PALESTINIAN TERRITORY, OCCUPIED"
516606,MASTERCARD,DEBIT,PREPAID PLATINUM TRAVEL,JORDANIAN ELAF FOR INTEGRATED SOLUTIONS,,,JO,JOR,JORDAN
516630,MASTERCARD,DEBIT,PREPAID RELOADABLE,TULAN BEST MARKETING COMPANY,,,JO,JOR,JORDAN
516647,MASTERCARD,CREDIT,PLATINUM,GULF BANK K.S.C.,,http://www.gulfbank.com,KW,KWT,KUWAIT
516677,MASTERCARD,DEBIT,PREPAID,ARAB FINANCIAL SERVICES COMPANY B.S.C. (C),,,BH,BHR,BAHRAIN
516678,MASTERCARD,CREDIT,,KUWAIT FINANCE HOUSE K.S.C.,+9651803333,http://www.kfh.com,KW,KWT,KUWAIT
516727,MASTERCARD,CREDIT,TITANIUM,QATAR ISLAMIC BANK,,,QA,QAT,QATAR
516748,MASTERCARD,DEBIT,STANDARD,BANK LEUMI LE-ISRAEL BM,,,IL,ISR,ISRAEL
516886,MASTERCARD,DEBIT,STANDARD,BANK LEUMI LE-ISRAEL BM,,,IL,ISR,ISRAEL
516945,MASTERCARD,DEBIT,STANDARD,MIDDLE EAST PAYMENT SERVICES LIMITED CO.,,,IQ,IRQ,IRAQ
517055,MASTERCARD,DEBIT,PREPAID,HSBC BANK EGYPT,+20235359700,http://www.hsbc.com.eg,EG,EGY,EGYPT
517061,MASTERCARD,DEBIT,PREPAID,BANQUE DU CAIRE,+20222648410,http://www.bdc.com.eg,EG,EGY,EGYPT
517065,MASTERCARD,DEBIT,STANDARD,JORDAN ISLAMIC BANK CO.,,,JO,JOR,JORDAN
517074,MASTERCARD,DEBIT,PREPAID,NATIONAL BANK OF EGYPT,,http://www.nbe.com.eg,EG,EGY,EGYPT
517115,MASTERCARD,CREDIT,BUSINESS,CAPITAL BANK OF JORDAN,,,JO,JOR,JORDAN
517146,MASTERCARD,CREDIT,WORLD,NATIONAL BANK OF RAS AL-KHAIMAH (RAKBANK),,,AE,ARE,UNITED ARAB EMIRATES
517192,MASTERCARD,CREDIT,WORLD ELITE EXCLUSIVE,COMMERCIAL BANK INTERNATIONAL,+97142275265,http://www.cbiuae.com,AE,ARE,UNITED ARAB EMIRATES
517208,MASTERCARD,CREDIT,CORPORATE,HSBC BANK MIDDLE EAST,+97142241000,http://www.hsbc.ae,AE,ARE,UNITED ARAB EMIRATES
517217,MASTERCARD,CREDIT,CORPORATE,BANQUE MISR,+20223912150,http://www.banquemisr.com,EG,EGY,EGYPT
517219,MASTERCARD,CREDIT,WORLD ELITE,WARBA BANK K.S.C,,,KW,KWT,KUWAIT
517251,MASTERCARD,CREDIT,TITANIUM,NATIONAL BANK OF RAS AL-KHAIMAH (RAKBANK),,,AE,ARE,UNITED ARAB EMIRATES
517289,MASTERCARD,DEBIT,PLATINUM,MASHREQ BANK,971 4 424 4444,http://www.mashreqbank.com,EG,EGY,EGYPT
517292,MASTERCARD,CREDIT,WORLD,EMIRATES NATIONAL BANK OF DUBAI S.A.E,,,EG,EGY,EGYPT
517295,MASTERCARD,DEBIT,STANDARD,"IRAQ ELECTRONIC GATE FOR FINANCIAL SERVICES CO, LTD.",,,IQ,IRQ,IRAQ
517313,MASTERCARD,DEBIT,PREPAID PLATINUM TRAVEL,"BURGAN BANK, S.A.K.",+9651804080,http://www.burgan.com,KW,KWT,KUWAIT
517353,MASTERCARD,DEBIT,PREPAID,UAE EXCHANGE CENTRE LLC,+97142617575,http://www.uaeexchange.com,AE,ARE,UNITED ARAB EMIRATES
517358,MASTERCARD,CREDIT,WORLD,CREDIT CARD SERVICES JORDAN,,,JO,JOR,JORDAN
517393,MASTERCARD,DEBIT,STANDARD,,,,JO,JOR,JORDAN
517395,MASTERCARD,CREDIT,TITANIUM,MAWARID FINANCE PJSC,,,AE,ARE,UNITED ARAB EMIRATES
517400,MASTERCARD,CREDIT,WORLD,AL HILAL BANK PJSC,,,AE,ARE,UNITED ARAB EMIRATES
517401,MASTERCARD,CREDIT,WORLD,COMMERCIAL BANK INTERNATIONAL,+97142275265,http://www.cbiuae.com,AE,ARE,UNITED ARAB EMIRATES
517419,MASTERCARD,DEBIT,STANDARD,GULF BANK K.S.C.,,http://www.gulfbank.com,KW,KWT,KUWAIT
517434,MASTERCARD,DEBIT,PLATINUM,"EGYPTIAN BANKS CO. FOR TECHNOLOGICAL ADVANCEMENT, S.A.E.",,,EG,EGY,EGYPT
517452,MASTERCARD,DEBIT,STANDARD,MIDDLE EAST PAYMENT SERVICES LIMITED CO.,,,IQ,IRQ,IRAQ
517458,MASTERCARD,DEBIT,BUSINESS,GULF BANK K.S.C.,,http://www.gulfbank.com,KW,KWT,KUWAIT
517506,MASTERCARD,DEBIT,PREPAID,NOOR BANK PJSC,,,AE,ARE,UNITED ARAB EMIRATES
517512,MASTERCARD,DEBIT,PREPAID,ITHMAAR BANK B.S.C.,,,BH,BHR,BAHRAIN
517524,MASTERCARD,CREDIT,WORLD ELITE,FIRST ABU DHABI BANK PJSC,+971600525500,https://www.bankfab.com,AE,ARE,UNITED ARAB EMIRATES
517531,MASTERCARD,CREDIT,TITANIUM,RIYAD BANK,,http://www.riyadbank.com,SA,SAU,SAUDI ARABIA
517554,MASTERCARD,DEBIT,PLATINUM,FIRST ABU DHABI BANK PJSC,+971600525500,https://www.bankfab.com,AE,ARE,UNITED ARAB EMIRATES
517565,MASTERCARD,DEBIT,PLATINUM,ABU DHABI ISLAMIC BANK,,http://www.adib.ae,EG,EGY,EGYPT
517568,MASTERCARD,DEBIT,PLATINUM,CSCBANK SAL,,,LB,LBN,LEBANON
517577,MASTERCARD,DEBIT,STANDARD,SOCIETE GENERALE DE BANQUE AU LIBAN S.A.L.,1274477777,http://www.sgbl.com.lb,LB,LBN,LEBANON
517582,MASTERCARD,DEBIT,PREPAID,BANQUE DU CAIRE,+20222648410,http://www.bdc.com.eg,EG,EGY,EGYPT
517597,MASTERCARD,CREDIT,CORPORATE,GULF INTERNATIONAL BANK BSC,,,SA,SAU,SAUDI ARABIA
517623,MASTERCARD,CREDIT,STANDARD,AREEBA S.A.L,,,LB,LBN,LEBANON
517658,MASTERCARD,CREDIT,GOLD,CSCBANK SAL,,,LB,LBN,LEBANON
517690,MASTERCARD,CREDIT,PLATINUM,NETWORK INTERNATIONAL LLC,,,AE,ARE,UNITED ARAB EMIRATES
517701,MASTERCARD,DEBIT,PREPAID,ALEXBANK,1 9 0 3 3,http://www.alexbank.com,EG,EGY,EGYPT
517703,MASTERCARD,DEBIT,PREPAID PLATINUM TRAVEL,PAYMENT INTERNATIONAL ENTERPRISE BSC,,,BH,BHR,BAHRAIN
517704,MASTERCARD,DEBIT,PREPAID,CREDIT LIBANAIS S.A.L.,+9611900111,http://www.creditlibanais.com.lb,LB,LBN,LEBANON
517715,MASTERCARD,CREDIT,STANDARD,EMIRATES NBD,+971800456,http://www.emiratesnbd.com,AE,ARE,UNITED ARAB EMIRATES
517716,MASTERCARD,CREDIT,STANDARD,NATIONAL BANK OF EGYPT,,http://www.nbe.com.eg,EG,EGY,EGYPT
517720,MASTERCARD,CREDIT,STANDARD,NATIONAL COMMERCIAL BANK,,,SA,SAU,SAUDI ARABIA
517722,MASTERCARD,CREDIT,PLATINUM,HSBC BANK MIDDLE EAST,+97142241000,http://www.hsbc.ae,AE,ARE,UNITED ARAB EMIRATES
517723,MASTERCARD,CREDIT,STANDARD,EMIRATES NBD,+971800456,http://www.emiratesnbd.com,AE,ARE,UNITED ARAB EMIRATES
517724,MASTERCARD,CREDIT,STANDARD,BANQUE SAUDI FRANSI,966 1 289 9999 OR 966 1 874 4000,http://www.alfransi.com.sa,SA,SAU,SAUDI ARABIA
517726,MASTERCARD,CREDIT,STANDARD,COMMERCIAL INTERNATIONAL BANK (EGYPT) S.A.E.,971 - 4 - 3589381,http://www.cibeg.com,EG,EGY,EGYPT
517727,MASTERCARD,DEBIT,PREPAID,JORDAN AHLI BANK,+96265007777,http://www.ahli.com,JO,JOR,JORDAN
517728,MASTERCARD,CREDIT,STANDARD,ARAB FINANCIAL SERVICES COMPANY B.S.C. (C),,,BH,BHR,BAHRAIN
517729,MASTERCARD,CREDIT,STANDARD,ARAB FINANCIAL SERVICES COMPANY B.S.C. (C),,,QA,QAT,QATAR
517733,MASTERCARD,CREDIT,STANDARD,CREDIMAX BSC (CLOSED),,,BH,BHR,BAHRAIN
517734,MASTERCARD,CREDIT,STANDARD,EMIRATES NBD,+971800456,http://www.emiratesnbd.com,AE,ARE,UNITED ARAB EMIRATES
517735,MASTERCARD,CREDIT,STANDARD,KUWAIT FINANCE HOUSE K.S.C.,+9651803333,http://www.kfh.com,KW,KWT,KUWAIT
517736,MASTERCARD,CREDIT,PLATINUM,FIRST ABU DHABI BANK PJSC,+971600525500,https://www.bankfab.com,AE,ARE,UNITED ARAB EMIRATES
517738,MASTERCARD,CREDIT,WORLD ELITE,MASHREQ BANK,+97143632250,http://www.mashreqbank.com,AE,ARE,UNITED ARAB EMIRATES
517739,MASTERCARD,CREDIT,STANDARD,COMMERCIAL INTERNATIONAL BANK (EGYPT) S.A.E.,971 - 4 - 3589381,http://www.cibeg.com,EG,EGY,EGYPT
517740,MASTERCARD,DEBIT,STANDARD,COMMERCIAL INTERNATIONAL BANK (EGYPT) S.A.E.,971 - 4 - 3589381,http://www.cibeg.com,EG,EGY,EGYPT
517741,MASTERCARD,CREDIT,STANDARD,"COMMERCIAL BANK OF QATAR, LTD.",+97444490000,http://www.cbq.com.qa,QA,QAT,QATAR
517742,MASTERCARD,CREDIT,STANDARD,EMIRATES NBD,+971800456,http://www.emiratesnbd.com,AE,ARE,UNITED ARAB EMIRATES
517744,MASTERCARD,CREDIT,STANDARD,QATAR NATIONAL BANK,+97444622724,http://www.qnb.com.qa,QA,QAT,QATAR
517745,MASTERCARD,CREDIT,PLATINUM,HSBC BANK MIDDLE EAST,+974 4441 6663 A851+A851,http://www.hsbc.ae,QA,QAT,QATAR
517773,MASTERCARD,CREDIT,STANDARD,EMIRATES NBD,+971800456,http://www.emiratesnbd.com,AE,ARE,UNITED ARAB EMIRATES
517780,MASTERCARD,CREDIT,STANDARD,ABU DHABI COMMERCIAL BANK,+97126962222,http://www.adcb.com,AE,ARE,UNITED ARAB EMIRATES
517783,MASTERCARD,CREDIT,STANDARD,EMIRATES NBD,+971800456,http://www.emiratesnbd.com,AE,ARE,UNITED ARAB EMIRATES
517799,MASTERCARD,CREDIT,TITANIUM,"BURGAN BANK, S.A.K.",+9651804080,http://www.burgan.com,KW,KWT,KUWAIT
517802,MASTERCARD,CREDIT,GOLD,NATIONAL BANK OF EGYPT,,http://www.nbe.com.eg,EG,EGY,EGYPT
517816,MASTERCARD,CREDIT,STANDARD,JORDAN KUWAIT BANK,,http://www.jordan-kuwait-bank.com,JO,JOR,JORDAN
517838,MASTERCARD,CREDIT,,NATIONAL BANK OF EGYPT,,http://www.nbe.com.eg,EG,EGY,EGYPT
517851,MASTERCARD,CREDIT,CORPORATE EXECUTIVE,ALEXBANK,1 9 0 3 3,http://www.alexbank.com,EG,EGY,EGYPT
517874,MASTERCARD,CREDIT,WORLD,COMMERCIAL INTERNATIONAL BANK (EGYPT) S.A.E.,971 - 4 - 3589381,http://www.cibeg.com,EG,EGY,EGYPT
