BIN,Brand,Type,Category,Issuer,IssuerPhone,IssuerUrl,isoCode2,isoCode3,CountryName
106500,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106501,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106502,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106503,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106504,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106505,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106506,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106507,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106508,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106509,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106510,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106511,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106512,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106513,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106514,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106515,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106516,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106517,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106518,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106519,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106520,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106521,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106522,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106523,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106524,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106525,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106526,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106527,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106528,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106529,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106530,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106531,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106532,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106533,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106534,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106535,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106536,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106537,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106538,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106539,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106540,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106541,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106542,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106543,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106544,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106545,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106546,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106547,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106548,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106549,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106550,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106551,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106552,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106553,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106554,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106555,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106556,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106557,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106558,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106559,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106560,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106561,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106562,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106563,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106564,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106565,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106566,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106567,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106568,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106569,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106570,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106571,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106572,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106573,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106574,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106575,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106576,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106577,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106578,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106579,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106580,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106581,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106582,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106583,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106584,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106585,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106586,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106587,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106588,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106589,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106590,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106591,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106592,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106593,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106594,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106595,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106596,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106597,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106598,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
106599,UATP,CREDIT,UATP,SAUDI ARABIAN AIRLINES (SV),,,SA,SAU,SAUDI ARABIA
111400,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111401,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111402,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111403,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111404,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111405,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111406,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111407,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111408,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111409,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111410,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111411,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111412,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111413,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111414,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111415,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111416,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111417,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111418,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111419,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111420,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111421,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111422,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111423,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111424,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111425,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111426,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111427,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111428,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111429,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111430,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111431,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111432,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111433,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111434,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111435,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111436,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111437,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111438,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111439,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111440,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111441,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111442,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111443,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111444,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111445,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111446,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111447,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111448,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111449,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111450,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111451,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111452,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111453,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111454,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111455,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111456,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111457,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111458,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111459,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111460,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111461,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111462,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111463,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111464,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111465,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111466,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111467,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111468,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111469,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111470,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111471,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111472,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111473,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111474,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111475,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111476,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111477,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111478,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111479,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111480,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111481,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111482,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111483,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111484,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111485,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111486,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111487,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111488,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111489,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111490,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111491,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111492,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111493,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111494,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111495,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111496,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111497,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111498,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
111499,UATP,CREDIT,UATP,EL AL ISRAELI AIRLINES (LY),,,IL,ISR,ISRAEL
115700,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115701,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115702,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115703,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115704,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115705,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115706,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115707,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115708,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115709,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115710,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115711,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115712,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115713,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115714,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115715,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115716,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115717,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115718,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115719,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115720,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115721,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115722,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115723,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115724,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115725,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115726,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115727,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115728,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115729,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115730,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115731,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115732,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115733,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115734,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115735,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115736,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115737,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115738,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115739,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115740,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115741,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115742,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115743,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115744,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115745,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115746,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115747,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115748,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115749,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115750,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115751,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115752,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115753,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115754,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115755,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115756,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115757,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115758,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115759,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
115760,UATP,CREDIT,UATP,QATAR AIRWAYS (QR),,,QA,QAT,QATAR
